station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,country,latitude,longitude,elevation,location,geometry
HUE00100247,2017-01-01T00:00:00,52.0,6.0,56.0,149.0,28.0,5.0,2.05,102.0,4635.0,,,22.81,55.8,64.0,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2018-01-01T00:00:00,53.0,2.0,54.0,184.0,26.0,14.0,1.91,97.0,4141.0,,,19.39,57.7,65.9,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2019-01-01T00:00:00,54.0,2.0,39.0,165.0,34.0,22.0,1.15,99.0,3878.0,,,20.17,58.1,66.4,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2020-01-01T00:00:00,47.0,3.0,38.0,152.0,18.0,26.0,1.45,96.0,3733.0,,,20.57,56.6,64.4,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2021-01-01T00:00:00,38.0,4.0,50.0,130.0,22.0,15.0,1.37,99.0,4457.0,,,18.3,54.7,62.5,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2022-01-01T00:00:00,41.0,2.0,41.0,148.0,31.0,21.0,1.73,101.0,4415.0,,,17.61,56.4,64.4,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00100247,2023-01-01T00:00:00,69.0,6.0,32.0,156.0,24.0,20.0,1.55,98.0,4177.0,,,28.09,57.1,64.9,GH,47.5108,19.0206,153.0,BUDAPEST,POINT (2117363.5065825395 5994328.107208655)
HUE00152440,1995-01-01T00:00:00,64.0,1.0,96.0,136.0,7.0,-1.0,1.32,94.0,5418.0,,,20.5,51.3,60.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,1996-01-01T00:00:00,53.0,2.0,96.0,136.0,7.0,-1.0,1.55,94.0,5918.0,,,22.87,50.5,58.7,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,1997-01-01T00:00:00,44.0,2.0,109.0,126.0,2.0,4.0,2.35,93.0,5714.0,,,16.62,50.8,59.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,1998-01-01T00:00:00,57.0,4.0,101.0,115.0,7.0,2.0,1.63,94.0,5050.0,,,24.65,50.9,59.6,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,1999-01-01T00:00:00,72.0,2.0,102.0,142.0,2.0,2.0,1.38,92.0,6051.0,,,26.49,51.3,59.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2000-01-01T00:00:00,49.0,1.0,87.0,151.0,16.0,7.0,1.61,99.0,5397.0,,,17.14,53.0,62.6,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2001-01-01T00:00:00,57.0,2.0,97.0,132.0,4.0,-1.0,1.31,94.0,4686.0,,,23.09,51.0,59.6,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2002-01-01T00:00:00,61.0,1.0,85.0,137.0,12.0,0.0,2.24,96.0,5498.0,,,21.29,52.6,61.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2003-01-01T00:00:00,48.0,1.0,117.0,143.0,9.0,-7.0,1.87,95.0,6135.0,,,19.9,50.4,59.7,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2004-01-01T00:00:00,61.0,3.0,91.0,130.0,3.0,7.0,2.14,94.0,5660.0,,,26.22,50.9,59.1,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2010-01-01T00:00:00,85.0,2.0,88.0,117.0,7.0,5.0,1.24,95.0,5099.0,,,32.51,51.4,59.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2011-01-01T00:00:00,42.0,2.0,109.0,152.0,11.0,9.0,1.5,96.0,5548.0,,,17.28,51.7,60.7,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2012-01-01T00:00:00,45.0,1.0,102.0,150.0,31.0,0.0,1.07,99.0,5598.0,,,16.18,52.7,62.3,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2013-01-01T00:00:00,49.0,2.0,96.0,142.0,15.0,7.0,1.34,98.0,5153.0,,,19.74,52.8,61.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2014-01-01T00:00:00,54.0,0.0,51.0,148.0,7.0,9.0,0.91,93.0,4502.0,,,17.82,54.5,63.5,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2015-01-01T00:00:00,53.0,1.0,76.0,139.0,35.0,9.0,1.46,98.0,4830.0,,,17.97,53.8,62.8,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2016-01-01T00:00:00,72.0,3.0,82.0,142.0,4.0,2.0,2.12,93.0,4853.0,,,29.61,52.3,60.9,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2017-01-01T00:00:00,55.0,4.0,81.0,148.0,17.0,2.0,1.74,99.0,5676.0,,,21.96,52.4,61.4,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2018-01-01T00:00:00,47.0,1.0,73.0,180.0,12.0,3.0,1.43,92.0,4833.0,,,16.49,54.6,63.6,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2019-01-01T00:00:00,53.0,2.0,64.0,159.0,25.0,9.0,1.76,96.0,4788.0,,,19.33,54.8,64.3,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152440,2020-01-01T00:00:00,62.0,6.0,71.0,135.0,4.0,17.0,2.06,94.0,4701.0,,,27.34,53.4,62.3,GH,47.4903,21.6106,108.0,DEBRECEN AIRPORT,POINT (2405680.987737118 5990960.569650871)
HUE00152450,1995-01-01T00:00:00,65.0,1.0,102.0,139.0,10.0,10.0,1.61,93.0,5103.0,,,22.13,51.8,61.4,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,1996-01-01T00:00:00,57.0,1.0,106.0,132.0,5.0,-4.0,1.48,96.0,5959.0,,,22.11,50.1,58.4,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,1997-01-01T00:00:00,55.0,1.0,121.0,133.0,3.0,6.0,1.11,93.0,5707.0,,,19.72,50.6,60.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,1998-01-01T00:00:00,54.0,3.0,107.0,128.0,20.0,5.0,1.91,97.0,5143.0,,,23.29,51.7,61.3,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,1999-01-01T00:00:00,70.0,2.0,102.0,147.0,8.0,7.0,1.5,95.0,5604.0,,,29.06,52.1,61.0,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2000-01-01T00:00:00,21.0,0.0,95.0,177.0,29.0,8.0,0.75,100.0,5070.0,,,8.0,54.7,65.7,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2001-01-01T00:00:00,53.0,6.0,91.0,147.0,14.0,-13.0,2.49,98.0,4322.0,,,26.66,52.2,61.8,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2002-01-01T00:00:00,40.0,1.0,85.0,142.0,19.0,6.0,1.6,101.0,5191.0,,,15.17,54.2,63.9,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2003-01-01T00:00:00,40.0,1.0,115.0,149.0,35.0,-13.0,1.29,99.0,5742.0,,,16.64,51.7,62.2,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2004-01-01T00:00:00,64.0,4.0,81.0,136.0,12.0,4.0,3.63,98.0,5356.0,,,27.32,51.8,60.9,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2010-01-01T00:00:00,82.0,7.0,87.0,133.0,15.0,4.0,1.36,94.0,4868.0,,,32.98,52.5,61.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2011-01-01T00:00:00,32.0,0.0,102.0,160.0,25.0,9.0,0.88,101.0,5207.0,,,12.02,53.0,63.0,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2012-01-01T00:00:00,48.0,1.0,91.0,171.0,39.0,-10.0,1.03,103.0,5331.0,,,15.81,53.5,64.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2013-01-01T00:00:00,63.0,0.0,82.0,150.0,23.0,13.0,0.87,101.0,4868.0,,,21.46,53.7,63.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2014-01-01T00:00:00,60.0,12.0,44.0,151.0,6.0,8.0,1.96,94.0,4332.0,,,33.14,55.0,64.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2015-01-01T00:00:00,49.0,1.0,63.0,148.0,34.0,7.0,1.04,99.0,4513.0,,,17.39,54.4,63.9,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2016-01-01T00:00:00,65.0,3.0,72.0,150.0,15.0,13.0,2.33,96.0,4597.0,,,25.33,53.9,63.3,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2017-01-01T00:00:00,46.0,1.0,78.0,156.0,38.0,-1.0,1.87,103.0,5248.0,,,17.23,54.0,64.2,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2018-01-01T00:00:00,58.0,3.0,70.0,189.0,21.0,-3.0,1.52,95.0,4499.0,,,22.56,55.5,65.2,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2019-01-01T00:00:00,49.0,2.0,67.0,172.0,27.0,8.0,1.38,98.0,4500.0,,,19.72,55.8,66.2,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152450,2020-01-01T00:00:00,58.0,2.0,65.0,157.0,7.0,18.0,1.47,98.0,4315.0,,,21.97,54.5,64.1,GH,46.2558,20.0903,82.0,SZEGED,POINT (2236441.965884104 5790554.288067159)
HUE00152455,1995-01-01T00:00:00,64.0,4.0,107.0,116.0,0.0,-1.0,1.89,89.0,5353.0,,,24.67,50.2,59.1,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,1996-01-01T00:00:00,60.0,5.0,122.0,108.0,3.0,-1.0,1.3,91.0,6394.0,,,28.09,48.0,56.6,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,1997-01-01T00:00:00,57.0,2.0,115.0,128.0,0.0,4.0,1.7,87.0,6048.0,,,21.04,49.7,59.5,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,1998-01-01T00:00:00,60.0,5.0,109.0,114.0,10.0,6.0,1.82,93.0,5376.0,,,26.53,50.9,60.5,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,1999-01-01T00:00:00,48.0,3.0,107.0,128.0,2.0,7.0,2.82,92.0,5784.0,,,25.89,50.8,59.3,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2000-01-01T00:00:00,57.0,2.0,80.0,142.0,15.0,7.0,1.25,99.0,5299.0,,,21.43,52.7,62.6,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2001-01-01T00:00:00,45.0,1.0,92.0,132.0,12.0,-2.0,1.31,96.0,4903.0,,,16.56,51.3,60.6,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2002-01-01T00:00:00,56.0,1.0,83.0,131.0,9.0,6.0,1.04,98.0,5315.0,,,20.87,52.3,61.1,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2003-01-01T00:00:00,39.0,2.0,109.0,141.0,23.0,2.0,1.17,99.0,5721.0,,,16.24,51.0,60.5,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2004-01-01T00:00:00,62.0,1.0,98.0,108.0,2.0,3.0,1.0,92.0,5943.0,,,22.56,49.6,57.8,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2010-01-01T00:00:00,66.0,3.0,105.0,101.0,9.0,3.0,1.78,95.0,5486.0,,,26.88,50.0,58.0,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2011-01-01T00:00:00,48.0,3.0,111.0,141.0,7.0,13.0,1.35,96.0,5696.0,,,20.06,51.2,60.4,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2012-01-01T00:00:00,54.0,2.0,84.0,144.0,24.0,6.0,1.39,98.0,5411.0,,,20.0,52.4,62.0,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2013-01-01T00:00:00,63.0,2.0,88.0,119.0,19.0,4.0,1.1,103.0,5463.0,,,26.04,51.5,59.7,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2014-01-01T00:00:00,71.0,5.0,51.0,128.0,2.0,9.0,2.23,91.0,4705.0,,,32.84,53.5,61.6,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2015-01-01T00:00:00,40.0,4.0,82.0,129.0,29.0,17.0,1.41,98.0,4840.0,,,18.85,53.0,62.2,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2016-01-01T00:00:00,74.0,4.0,80.0,135.0,2.0,11.0,1.5,92.0,4949.0,,,28.87,52.1,61.0,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2017-01-01T00:00:00,58.0,1.0,93.0,133.0,19.0,3.0,1.09,99.0,5424.0,,,25.24,51.9,61.1,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2018-01-01T00:00:00,55.0,4.0,85.0,157.0,15.0,3.0,2.28,93.0,5038.0,,,25.24,53.5,62.2,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2019-01-01T00:00:00,61.0,2.0,74.0,141.0,5.0,13.0,1.7,94.0,4882.0,,,25.3,53.7,63.0,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2020-01-01T00:00:00,49.0,3.0,75.0,135.0,3.0,21.0,2.15,91.0,4735.0,,,23.59,52.8,61.9,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2021-01-01T00:00:00,52.0,2.0,90.0,123.0,17.0,13.0,1.82,96.0,5201.0,,,19.39,51.9,61.3,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2022-01-01T00:00:00,45.0,3.0,86.0,139.0,17.0,14.0,1.93,97.0,5112.0,,,20.17,53.2,62.8,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUE00152455,2023-01-01T00:00:00,68.0,5.0,73.0,143.0,9.0,14.0,1.79,96.0,4810.0,,,33.67,53.9,63.0,GH,47.1981,16.6478,201.0,SZOMBATHELY,POINT (1853224.6188282599 5943103.882657386)
HUM00012772,2016-01-01T00:00:00,59.0,4.0,,141.0,11.0,,1.93,95.0,,,,27.92,,61.3,GH,48.083,20.767,236.0,MISKOLC                                12772,POINT (2311771.865303912 6088862.949192187)
HUM00012772,2017-01-01T00:00:00,64.0,3.0,,,,,1.88,,,,,25.16,,,GH,48.083,20.767,236.0,MISKOLC                                12772,POINT (2311771.865303912 6088862.949192187)
HUM00012772,2018-01-01T00:00:00,64.0,6.0,,,,,1.79,,,,,27.02,,,GH,48.083,20.767,236.0,MISKOLC                                12772,POINT (2311771.865303912 6088862.949192187)
HUM00012843,1995-01-01T00:00:00,51.0,2.0,,,,,1.26,,,,,21.77,,,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012843,2012-01-01T00:00:00,,,,155.0,33.0,,,100.0,,,,,,63.1,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012843,2015-01-01T00:00:00,,,,129.0,30.0,,,100.0,,,,,,62.8,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012843,2016-01-01T00:00:00,63.0,5.0,,,,,1.2,,,,,25.31,,,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012843,2017-01-01T00:00:00,53.0,4.0,,,,,1.37,,,,,24.04,,,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012843,2018-01-01T00:00:00,56.0,2.0,,173.0,15.0,,1.24,94.0,,,,21.49,,63.8,GH,47.433,19.183,139.0,BUDAPEST/PESTSZENTLORINC               12843,POINT (2135441.791887367 5981554.899984699)
HUM00012882,2016-01-01T00:00:00,69.0,3.0,,,,,2.12,,,,,28.84,,,GH,47.489,21.615,110.0,DEBRECEN                               12882,POINT (2406170.793496608 5990747.0630878555)
HUM00012882,2017-01-01T00:00:00,49.0,4.0,,,,,1.74,,,,,19.76,,,GH,47.489,21.615,110.0,DEBRECEN                               12882,POINT (2406170.793496608 5990747.0630878555)
HUM00012882,2018-01-01T00:00:00,44.0,1.0,,,,,1.43,,,,,16.12,,,GH,47.489,21.615,110.0,DEBRECEN                               12882,POINT (2406170.793496608 5990747.0630878555)
HUM00012925,1997-01-01T00:00:00,,,,126.0,0.0,,,88.0,,,,,,59.6,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012925,2000-01-01T00:00:00,,,,148.0,18.0,,,99.0,,,,,,64.1,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012925,2015-01-01T00:00:00,,,,131.0,28.0,,,97.0,,,,,,63.0,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012925,2016-01-01T00:00:00,68.0,2.0,,,,,1.69,,,,,29.05,,,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012925,2017-01-01T00:00:00,52.0,4.0,,137.0,27.0,,1.28,101.0,,,,25.7,,63.1,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012925,2018-01-01T00:00:00,66.0,5.0,,155.0,5.0,,1.11,92.0,,,,27.47,,62.9,GH,46.45,16.967,141.0,NAGYKANIZSA                            12925,POINT (1888757.8002894726 5821775.144312049)
HUM00012982,2017-01-01T00:00:00,41.0,0.0,,,,,0.91,,,,,14.78,,,GH,46.25,20.1,83.0,SZEGED (AUT)                           12982,POINT (2237521.7649447992 5789623.556262023)
HUM00012982,2018-01-01T00:00:00,57.0,3.0,,,,,1.5,,,,,22.12,,,GH,46.25,20.1,83.0,SZEGED (AUT)                           12982,POINT (2237521.7649447992 5789623.556262023)
