station,date,DP10,DP01,DP1X,DT32,DT00,DX70,DX90,PRCP,RHAV,TAVG,TMAX,TMIN,EMXT,EMNT,HTDD,EMXP,MNPN,MXPN,HXyz,HNyz
GHCND:AEM00041194,2019-01-01,,,0,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2019-01-01,,,,,,,,,,,,,,,,0.86,,,,
GHCND:AEM00041194,2019-01-01,,,,,,,,2.91,,,,,,,,,,,,
GHCND:AEM00041194,2020-01-01,,15,,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2020-01-01,8,,,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2020-01-01,,,3,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2020-01-01,,,,,,,,,,,,,,,,1.65,,,,
GHCND:AEM00041194,2020-01-01,,,,,,,,5.94,,,,,,,,,,,,
GHCND:AEM00041194,2023-01-01,,13,,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2023-01-01,10,,,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2023-01-01,,,2,,,,,,,,,,,,,,,,,
GHCND:AEM00041194,2023-01-01,,,,,,,,,,,,,,,,1.64,,,,
GHCND:AEM00041194,2023-01-01,,,,,,,,5.87,,,,,,,,,,,,
GHCND:AEM00041218,1996-01-01,,,,,,339,,,,,,,,,,,,,,
GHCND:AEM00041218,1996-01-01,,,,,,,218,,,,,,,,,,,,,
GHCND:AEM00041218,1996-01-01,,,,,,,,,,,,,119.0,,,,,,,
GHCND:AEM00041218,1996-01-01,,,,,,,,,,,96.7,,,,,,,,,
GHCND:AEM00041218,2006-01-01,,,,,,335,,,,,,,,,,,,,,
GHCND:AEM00041218,2006-01-01,,,,,,,231,,,,,,,,,,,,,
GHCND:AEM00041218,2006-01-01,,,,,,,,,,,,,118.0,,,,,,,
GHCND:AEM00041218,2006-01-01,,,,,,,,,,,97.2,,,,,,,,,
GHCND:AEM00041218,2008-01-01,,,,,,330,,,,,,,,,,,,,,
GHCND:AEM00041218,2008-01-01,,,,,,,247,,,,,,,,,,,,,
GHCND:AEM00041218,2008-01-01,,,,,,,,,,,,,120.0,,,,,,,
GHCND:AEM00041218,2008-01-01,,,,,,,,,,,97.3,,,,,,,,,
GHCND:AEM00041218,2009-01-01,,,,,,329,,,,,,,,,,,,,,
GHCND:AEM00041218,2009-01-01,,,,,,,234,,,,,,,,,,,,,
GHCND:AEM00041218,2009-01-01,,,,,,,,,,,,,121.0,,,,,,,
GHCND:AEM00041218,2009-01-01,,,,,,,,,,,97.9,,,,,,,,,
GHCND:AEM00041218,2012-01-01,,,,,,339,,,,,,,,,,,,,,
GHCND:AEM00041218,2012-01-01,,,,,,,224,,,,,,,,,,,,,
GHCND:AEM00041218,2012-01-01,,,,,,,,,,,,,119.0,,,,,,,
GHCND:AEM00041218,2012-01-01,,,,,,,,,,,96.8,,,,,,,,,
GHCND:MUM00041242,2007-01-01,,,,,,330,,,,,,,,,,,,,,
GHCND:MUM00041242,2007-01-01,,,,,,,183,,,,,,,,,,,,,
GHCND:MUM00041242,2007-01-01,,,,,,,,,,,,,110.0,,,,,,,
GHCND:MUM00041242,2007-01-01,,,,,,,,,,,91.0,,,,,,,,,
GHCND:MUM00041242,2008-01-01,,,,,,341,,,,,,,,,,,,,,
GHCND:MUM00041242,2008-01-01,,,,,,,210,,,,,,,,,,,,,
GHCND:MUM00041242,2008-01-01,,,,,,,,,,,,,114.0,,,,,,,
GHCND:MUM00041242,2008-01-01,,,,,,,,,,,90.6,,,,,,,,,
GHCND:MUM00041242,2009-01-01,,,,,,336,,,,,,,,,,,,,,
GHCND:MUM00041242,2009-01-01,,,,,,,186,,,,,,,,,,,,,
GHCND:MUM00041242,2009-01-01,,,,,,,,,,,,,120.0,,,,,,,
GHCND:MUM00041242,2009-01-01,,,,,,,,,,,91.5,,,,,,,,,
GHCND:MUM00041242,2018-01-01,,,,,,350,,,,,,,,,,,,,,
GHCND:MUM00041242,2018-01-01,,,,,,,205,,,,,,,,,,,,,
GHCND:MUM00041242,2018-01-01,,,,,,,,,,,,,122.0,,,,,,,
GHCND:MUM00041242,2018-01-01,,,,,,,,,,,91.9,,,,,,,,,
